,freq,values,std
0,0.025,15.030551415797317,0.16961642201406504
1,0.0252,15.666915052160954,0.17367960870222804
2,0.0254,14.99403874813711,0.16533965776465434
3,0.0256,14.156482861400894,0.16385601848402648
4,0.0258,13.5424739195231,0.15414901371513834
5,0.026,12.85618479880775,0.1501690571455657
6,0.0262,12.169895678092399,0.14816143544578378
7,0.0264,11.737704918032787,0.14231362078766968
8,0.0265,11.054396423248882,0.13610416535027903
9,0.0267,10.852459016393443,0.1339726888273329
10,0.0269,10.344262295081966,0.12904405805824548
11,0.0271,10.052160953800298,0.12754469274303862
12,0.0273,9.683308494783905,0.12031328209643509
13,0.0275,9.267511177347243,0.12181653503563414
14,0.0277,8.895678092399404,0.11506930449569733
15,0.0279,8.392697466467958,0.10895438846329893
16,0.0281,8.082712369597616,0.10536682963785769
17,0.0283,8.019374068554397,0.10392862518913759
18,0.0285,7.7272727272727275,0.1021400733512239
19,0.0287,7.467213114754099,0.0966982855970897
20,0.0289,7.0931445603576755,0.09073929413675777
21,0.0291,6.914307004470939,0.08732770395734131
22,0.0292,6.799552906110283,0.08443983122520521
23,0.0294,6.6385991058122205,0.08551864654911381
24,0.0296,6.483606557377049,0.08287571682999474
25,0.0298,6.259314456035767,0.07884793031001884
26,0.03,6.226527570789866,0.0780094206562583
27,0.0302,6.021609538002981,0.0730866118147497
28,0.0304,5.877049180327869,0.07227212905374343
29,0.0306,5.762295081967213,0.07327225422827038
30,0.0308,5.599105812220566,0.06930398487899753
31,0.031,5.622950819672131,0.06941725326569109
32,0.0312,5.423248882265276,0.0673471899279739
33,0.0314,5.473174366616989,0.06926152918085811
34,0.0316,5.148286140089419,0.06276071509229598
35,0.0318,5.171385991058123,0.0607574191601593
36,0.0319,4.9798807749627425,0.05732776507524997
37,0.0321,4.938897168405365,0.055504554405606116
38,0.0323,4.76602086438152,0.053855331941284994
39,0.0325,4.865126676602086,0.055112349646630567
40,0.0327,4.800298062593145,0.05389990387441237
41,0.0329,4.630402384500745,0.049143959032103446
42,0.0331,4.612518628912071,0.04961964453320513
43,0.0333,4.689269746646795,0.04655374789618036
44,0.0335,4.370342771982116,0.044839477168226935
45,0.0337,4.403874813710879,0.043972861671706484
46,0.0339,4.492548435171386,0.04320071188626428
47,0.0341,4.460506706408346,0.04249223260098421
48,0.0343,4.39344262295082,0.04271565216199503
49,0.0345,4.377049180327869,0.04147787825467954
50,0.0346,4.277198211624441,0.038945583593453875
51,0.0348,4.283904619970194,0.04224196592948209
52,0.035,4.1907600596125185,0.03830414893809318
53,0.0352,4.222801788375559,0.040909887782792614
54,0.0354,4.155737704918033,0.03764933595697891
55,0.0356,4.254843517138599,0.03709563186001637
56,0.0358,4.209388971684054,0.03928928199401291
57,0.036,4.229508196721311,0.03640685285555927
58,0.0362,4.118479880774963,0.03502542423198784
59,0.0364,4.157228017883756,0.03552822156303455
60,0.0366,4.1192250372578245,0.03587323956226485
61,0.0368,4.208643815201192,0.034043077566070376
62,0.037,4.233233979135618,0.03408767928728178
63,0.0372,4.06408345752608,0.03311404991087849
64,0.0373,4.2011922503725785,0.03367711096782789
65,0.0375,4.24962742175857,0.033433577389887184
66,0.0377,4.20193740685544,0.03538323063991943
67,0.0379,4.192250372578242,0.03405617688909131
68,0.0381,4.049180327868853,0.03335981075683684
69,0.0383,4.120715350223547,0.033091559919787836
70,0.0385,4.155737704918033,0.03301318175321405
71,0.0387,4.203427719821162,0.03294306452750317
72,0.0389,4.103576751117735,0.03338157672807818
73,0.0391,4.252608047690015,0.033211376923628
74,0.0393,4.1385991058122205,0.03384853827423226
