Wavelength(10nm),Signal_Amplitude(V)
4644.1,0.0188
4645.1,0.0192
4646.1,0.0195
4647.1,0.0197
4648.1,0.0193
4649.1,0.0188
4650.1,0.0188
4651.1,0.0189
4652.1,0.019
4653.1,0.0188
4654.1,0.0188
4655.1,0.0188
4656.1,0.0187
4657.1,0.0186
4658.1,0.0187
4659.1,0.0185
4660.1,0.0189
4661.1,0.0192
4662.1,0.0195
4663.1,0.0193
4664.1,0.0197
4665.1,0.0201
4666.1,0.0203
4667.1,0.0205
4668.1,0.0208
4669.1,0.021
4670.1,0.0203
4671.1,0.0201
4672.1,0.0208
4673.1,0.0215
4674.1,0.0219
4675.1,0.0221
4676.1,0.0223
4677.1,0.021
4678.1,0.02
4679.1,0.0195
4680.1,0.0185
4681.1,0.0182
4682.1,0.0182
4683.1,0.0179
4684.1,0.018
4685.1,0.0181
4686.1,0.018
4687.1,0.0179
4688.1,0.018
4689.1,0.0181
4690.1,0.018
4691.1,0.0183
4692.1,0.0181
4693.1,0.0184
4694.1,0.0183
4695.1,0.018
4696.1,0.0178
4697.1,0.0178
4698.1,0.0179
4699.1,0.0181
4700.1,0.0182
4701.1,0.0182
4702.1,0.0184
4703.1,0.0183
4704.1,0.0179
4705.1,0.0179
4706.1,0.0178
4707.1,0.0177
4708.1,0.0179
4709.1,0.0182
4710.1,0.0186
4711.1,0.0189
4712.1,0.0192
4713.1,0.0191
4714.1,0.0188
4715.1,0.0183
4716.1,0.0179
4717.1,0.0184
4718.1,0.0183
4719.1,0.0191
4720.1,0.0198
4721.1,0.0201
4722.1,0.0199
4723.1,0.0214
4724.1,0.0219
4725.1,0.0226
4726.1,0.0247
4727.1,0.025
4728.1,0.0253
4729.1,0.023
4730.1,0.0211
4731.1,0.0193
4732.1,0.0181
4733.1,0.0177
4734.1,0.0178
4735.1,0.0174
4736.1,0.0177
4737.1,0.0177
4738.1,0.0177
4739.1,0.0177
4740.1,0.0176
4741.1,0.0176
4742.1,0.0177
4743.1,0.0177
4744.1,0.018
4745.1,0.0182
4746.1,0.0181
4747.1,0.0182
4748.1,0.0181
4749.1,0.0177
4750.1,0.0176
4751.1,0.0174
4752.1,0.0176
4753.1,0.0178
4754.1,0.0182
4755.1,0.0183
4756.1,0.018
4757.1,0.0179
4758.1,0.0177
4759.1,0.0175
4760.1,0.0175
4761.1,0.0175
4762.1,0.0178
4763.1,0.018
4764.1,0.0179
4765.1,0.0181
4766.1,0.0179
4767.1,0.0177
4768.1,0.0172
4769.1,0.0175
4770.1,0.0173
4771.1,0.0173
4772.1,0.0175
4773.1,0.0177
4774.1,0.018
4775.1,0.0185
4776.1,0.0188
4777.1,0.0189
4778.1,0.0186
4779.1,0.0182
4780.1,0.018
4781.1,0.0177
4782.1,0.0177
4783.1,0.0176
4784.1,0.0175
4785.1,0.0174
4786.1,0.0172
4787.1,0.0171
4788.1,0.0169
4789.1,0.0169
4790.1,0.0168
4791.1,0.017
4792.1,0.0168
4793.1,0.0169
4794.1,0.017
4795.1,0.0171
4796.1,0.017
4797.1,0.017
4798.1,0.0171
4799.1,0.0171
4800.1,0.0173
4801.1,0.0173
4802.1,0.0174
4803.1,0.0174
4804.1,0.0176
4805.1,0.0173
4806.1,0.0171
4807.1,0.0172
4808.1,0.0172
4809.1,0.0173
4810.1,0.0176
4811.1,0.0177
4812.1,0.0179
4813.1,0.0182
4814.1,0.0183
4815.1,0.018
4816.1,0.018
4817.1,0.0178
4818.1,0.0177
4819.1,0.0172
4820.1,0.0172
4821.1,0.0173
4822.1,0.0173
4823.1,0.0173
4824.1,0.0177
4825.1,0.0178
4826.1,0.018
4827.1,0.018
4828.1,0.0179
4829.1,0.0177
4830.1,0.0175
4831.1,0.0172
4832.1,0.0172
4833.1,0.0171
4834.1,0.0174
4835.1,0.0174
4836.1,0.0173
4837.1,0.0175
4838.1,0.0172
4839.1,0.0168
4840.1,0.0169
4841.1,0.0169
4842.1,0.0169
4843.1,0.017
4844.1,0.0168
4845.1,0.0169
4846.1,0.0169
4847.1,0.0169
4848.1,0.0171
4849.1,0.0169
4850.1,0.0171
4851.1,0.0173
4852.1,0.0171
4853.1,0.0171
4854.1,0.017
4855.1,0.017
4856.1,0.0171
4857.1,0.0171
4858.1,0.0172
4859.1,0.0173
4860.1,0.0173
4861.1,0.0171
4862.1,0.0173
4863.1,0.0171
4864.1,0.0172
4865.1,0.0173
4866.1,0.017
4867.1,0.0172
4868.1,0.0172
4869.1,0.0173
4870.1,0.0173
4871.1,0.0173
4872.1,0.0176
4873.1,0.0176
4874.1,0.0177
4875.1,0.0177
4876.1,0.0177
4877.1,0.0177
4878.1,0.0177
4879.1,0.0177
4880.1,0.0176
4881.1,0.0178
4882.1,0.0178
4883.1,0.0174
4884.1,0.0176
4885.1,0.0176
4886.1,0.0175
4887.1,0.0177
4888.1,0.0179
4889.1,0.0181
4890.1,0.0181
4891.1,0.0183
4892.1,0.0182
4893.1,0.0179
4894.1,0.0177
4895.1,0.0175
4896.1,0.0174
4897.1,0.0174
4898.1,0.0174
4899.1,0.0176
4900.1,0.0178
4901.1,0.0176
4902.1,0.0177
4903.1,0.0178
4904.1,0.0179
4905.1,0.018
4906.1,0.018
4907.1,0.0179
4908.1,0.018
4909.1,0.0179
4910.1,0.0177
4911.1,0.0179
4912.1,0.0178
4913.1,0.0179
4914.1,0.0179
4915.1,0.0179
4916.1,0.0183
4917.1,0.0181
4918.1,0.0184
4919.1,0.0184
4920.1,0.0183
4921.1,0.0183
4922.1,0.0183
4923.1,0.0187
4924.1,0.0189
4925.1,0.0191
4926.1,0.0195
4927.1,0.0196
4928.1,0.0197
4929.1,0.0198
4930.1,0.02
4931.1,0.0203
4932.1,0.0204
4933.1,0.0209
4934.1,0.0212
4935.1,0.0214
4936.1,0.0217
4937.1,0.0224
4938.1,0.0228
4939.1,0.0231
4940.1,0.0235
4941.1,0.0243
4942.1,0.026
4943.1,0.027
4944.1,0.0283
4945.1,0.0306
4946.1,0.0326
4947.1,0.0358
4948.1,0.0435
4949.1,0.0512
4950.1,0.0643
4951.1,0.1039
4952.1,0.1418
4953.1,1.3766
4954.1,6.9352
4955.1,8.8508
4956.1,9.6255
4957.1,9.503
4958.1,7.7729
4959.1,4.2999
4960.1,0.8386
4961.1,0.4574
4962.1,0.0765
4963.1,0.0573
4964.1,0.0478
4965.1,0.0393
4966.1,0.036
4967.1,0.0333
4968.1,0.0299
4969.1,0.0283
4970.1,0.0272
4971.1,0.025
4972.1,0.0239
4973.1,0.0228
4974.1,0.0219
4975.1,0.0213
4976.1,0.0208
4977.1,0.0205
4978.1,0.0204
4979.1,0.0205
4980.1,0.02
4981.1,0.0198
4982.1,0.0196
4983.1,0.0193
4984.1,0.019
4985.1,0.019
4986.1,0.0188
4987.1,0.0187
4988.1,0.0186
4989.1,0.0187
4990.1,0.0184
4991.1,0.0186
4992.1,0.0183
4993.1,0.0182
4994.1,0.0182
4995.1,0.018
4996.1,0.0181
4997.1,0.0178
4998.1,0.0179
4999.1,0.0178
5000.1,0.0178
5001.1,0.018
5002.1,0.018
5003.1,0.018
5004.1,0.018
5005.1,0.0178
5006.1,0.0175
5007.1,0.0175
5008.1,0.0173
5009.1,0.0172
5010.1,0.0171
5011.1,0.0175
5012.1,0.0174
5013.1,0.0176
5014.1,0.0177
5015.1,0.0177
5016.1,0.0176
5017.1,0.0175
5018.1,0.0174
5019.1,0.0175
5020.1,0.0182
5021.1,0.0198
5022.1,0.0201
5023.1,0.0202
5024.1,0.0203
5025.1,0.0202
5026.1,0.0198
5027.1,0.0204
5028.1,0.0206
5029.1,0.0206
5030.1,0.0199
5031.1,0.0191
5032.1,0.0179
5033.1,0.0175
5034.1,0.0174
5035.1,0.0175
5036.1,0.0174
5037.1,0.0172
5038.1,0.0169
5039.1,0.0168
5040.1,0.0169
5041.1,0.0168
5042.1,0.0166
5043.1,0.0168
5044.1,0.017
5045.1,0.0169
5046.1,0.0169
5047.1,0.0172
5048.1,0.0174
5049.1,0.0174
5050.1,0.0175
5051.1,0.0176
5052.1,0.0174
5053.1,0.0172
5054.1,0.0169
5055.1,0.0167
5056.1,0.0167
5057.1,0.0168
5058.1,0.017
5059.1,0.0173
5060.1,0.0175
5061.1,0.0174
5062.1,0.0175
5063.1,0.0174
5064.1,0.0175
5065.1,0.0175
5066.1,0.0177
5067.1,0.0178
5068.1,0.0179
5069.1,0.0178
5070.1,0.0177
5071.1,0.0178
5072.1,0.0178
5073.1,0.0178
5074.1,0.0176
5075.1,0.0175
5076.1,0.0175
5077.1,0.0174
5078.1,0.0173
5079.1,0.0174
5080.1,0.0171
5081.1,0.0171
5082.1,0.017
5083.1,0.0172
5084.1,0.0171
5085.1,0.017
5086.1,0.0169
5087.1,0.0169
5088.1,0.0171
5089.1,0.0173
5090.1,0.0172
5091.1,0.0172
5092.1,0.0171
5093.1,0.0171
5094.1,0.017
5095.1,0.0171
5096.1,0.0173
5097.1,0.017
5098.1,0.0172
5099.1,0.0173
5100.1,0.0171
5101.1,0.0171
5102.1,0.0175
5103.1,0.0177
5104.1,0.0178
5105.1,0.0178
5106.1,0.0183
5107.1,0.0185
5108.1,0.0184
5109.1,0.018
5110.1,0.0176
5111.1,0.0173
5112.1,0.0169
5113.1,0.0166
5114.1,0.0167
5115.1,0.0164
5116.1,0.0164
5117.1,0.0163
5118.1,0.0164
5119.1,0.0164
5120.1,0.0164
5121.1,0.0165
5122.1,0.0164
5123.1,0.0167
5124.1,0.0165
5125.1,0.0163
5126.1,0.0163
5127.1,0.0162
5128.1,0.0162
5129.1,0.0162
5130.1,0.0162
5131.1,0.0164
5132.1,0.0164
5133.1,0.0164
5134.1,0.0164
5135.1,0.0162
5136.1,0.0161
5137.1,0.0162
5138.1,0.016
5139.1,0.016
5140.1,0.0161
5141.1,0.0162
5142.1,0.0162
5143.1,0.0162
5144.1,0.0161
5145.1,0.0162
5146.1,0.0163
5147.1,0.0164
5148.1,0.0163
5149.1,0.0164
5150.1,0.0162
5151.1,0.0161
5152.1,0.0161
5153.1,0.0161
5154.1,0.0163
5155.1,0.0164
5156.1,0.0167
5157.1,0.0165
5158.1,0.0167
5159.1,0.0167
5160.1,0.0166
5161.1,0.0166
5162.1,0.0167
5163.1,0.0168
5164.1,0.0166
5165.1,0.0165
5166.1,0.0166
5167.1,0.0166
5168.1,0.0167
5169.1,0.0167
5170.1,0.0167
5171.1,0.0169
5172.1,0.017
5173.1,0.0172
5174.1,0.0172
5175.1,0.0174
5176.1,0.0173
5177.1,0.0172
5178.1,0.017
5179.1,0.0168
5180.1,0.0166
5181.1,0.0165
5182.1,0.0162
5183.1,0.0164
5184.1,0.0165
5185.1,0.0161
5186.1,0.0164
5187.1,0.0163
5188.1,0.0164
5189.1,0.0163
5190.1,0.0162
5191.1,0.0163
5192.1,0.0164
5193.1,0.0162
5194.1,0.0163
5195.1,0.0163
5196.1,0.0164
5197.1,0.0164
5198.1,0.0165
5199.1,0.0164
5200.1,0.0164
5201.1,0.0163
5202.1,0.0163
5203.1,0.0163
5204.1,0.0163
5205.1,0.0165
5206.1,0.0165
5207.1,0.0165
5208.1,0.0165
5209.1,0.0165
5210.1,0.0163
5211.1,0.0162
5212.1,0.0161
5213.1,0.0161
5214.1,0.0161
5215.1,0.016
5216.1,0.0158
5217.1,0.016
5218.1,0.0159
5219.1,0.0161
5220.1,0.016
5221.1,0.0161
5222.1,0.0159
5223.1,0.016
5224.1,0.0159
5225.1,0.0159
5226.1,0.0159
5227.1,0.0159
5228.1,0.0159
5229.1,0.0159
5230.1,0.0159
5231.1,0.0159
5232.1,0.0156
5233.1,0.0158
5234.1,0.016
5235.1,0.0158
5236.1,0.016
5237.1,0.016
5238.1,0.016
5239.1,0.0159
5240.1,0.0157
5241.1,0.0158
5242.1,0.0158
5243.1,0.0157
5244.1,0.0156
5245.1,0.0157
5246.1,0.0154
5247.1,0.0154
5248.1,0.0155
5249.1,0.0156
5250.1,0.0156
5251.1,0.0156
5252.1,0.0154
5253.1,0.0156
5254.1,0.0153
5255.1,0.0154
5256.1,0.0152
5257.1,0.0152
5258.1,0.0151
5259.1,0.0151
5260.1,0.0151
5261.1,0.0152
5262.1,0.0152
5263.1,0.0154
5264.1,0.0153
5265.1,0.0153
5266.1,0.0153
5267.1,0.0154
5268.1,0.0154
5269.1,0.0154
5270.1,0.0155
5271.1,0.0154
5272.1,0.0152
5273.1,0.0151
5274.1,0.0152
5275.1,0.0152
5276.1,0.0155
5277.1,0.0151
5278.1,0.0152
5279.1,0.015
5280.1,0.015
5281.1,0.015
5282.1,0.0151
5283.1,0.0152
5284.1,0.0151
5285.1,0.0152
5286.1,0.015
5287.1,0.0152
5288.1,0.0151
5289.1,0.0152
5290.1,0.0154
5291.1,0.0156
5292.1,0.0156
5293.1,0.0157
5294.1,0.0156
5295.1,0.0153
5296.1,0.0152
5297.1,0.0151
5298.1,0.0151
5299.1,0.0151
5300.1,0.015
5301.1,0.015
5302.1,0.0149
5303.1,0.0149
5304.1,0.0149
5305.1,0.0149
5306.1,0.0149
5307.1,0.0148
5308.1,0.015
5309.1,0.0151
5310.1,0.0152
5311.1,0.015
5312.1,0.015
5313.1,0.0152
5314.1,0.0149
5315.1,0.015
5316.1,0.0152
5317.1,0.0153
5318.1,0.0151
5319.1,0.0151
5320.1,0.0151
5321.1,0.0151
5322.1,0.0153
5323.1,0.0152
5324.1,0.0153
5325.1,0.0153
5326.1,0.0153
5327.1,0.0152
5328.1,0.0149
5329.1,0.0149
5330.1,0.0147
5331.1,0.0147
5332.1,0.0148
5333.1,0.0149
5334.1,0.0149
5335.1,0.0149
5336.1,0.0148
5337.1,0.015
5338.1,0.0148
5339.1,0.015
5340.1,0.015
5341.1,0.0149
5342.1,0.0151
5343.1,0.015
5344.1,0.0148
5345.1,0.015
5346.1,0.015
5347.1,0.0149
5348.1,0.015
5349.1,0.015
5350.1,0.0152
5351.1,0.0153
5352.1,0.0154
5353.1,0.0153
5354.1,0.015
5355.1,0.015
5356.1,0.0153
5357.1,0.0153
5358.1,0.0156
5359.1,0.0156
5360.1,0.0154
5361.1,0.0153
5362.1,0.0152
5363.1,0.0153
5364.1,0.0152
5365.1,0.0154
5366.1,0.0153
5367.1,0.0153
5368.1,0.0153
5369.1,0.015
5370.1,0.015
5371.1,0.0149
5372.1,0.015
5373.1,0.015
5374.1,0.0148
5375.1,0.0149
5376.1,0.015
5377.1,0.0151
5378.1,0.0151
5379.1,0.015
5380.1,0.0149
5381.1,0.0147
5382.1,0.0149
5383.1,0.0149
5384.1,0.015
5385.1,0.015
5386.1,0.0149
5387.1,0.0149
5388.1,0.0147
5389.1,0.0147
5390.1,0.0146
5391.1,0.0147
5392.1,0.0149
5393.1,0.0148
5394.1,0.0153
5395.1,0.0154
5396.1,0.0154
5397.1,0.0153
5398.1,0.0153
5399.1,0.015
5400.1,0.0148
5401.1,0.0149
5402.1,0.0146
5403.1,0.0147
5404.1,0.0147
5405.1,0.0148
5406.1,0.0147
5407.1,0.0146
5408.1,0.0147
5409.1,0.0149
5410.1,0.015
5411.1,0.0149
5412.1,0.0151
5413.1,0.0151
5414.1,0.0149
5415.1,0.0147
5416.1,0.0148
5417.1,0.0148
5418.1,0.0148
5419.1,0.0147
5420.1,0.0149
5421.1,0.015
5422.1,0.0152
5423.1,0.0151
5424.1,0.0151
5425.1,0.015
5426.1,0.015
5427.1,0.0148
5428.1,0.0149
5429.1,0.0147
5430.1,0.0149
5431.1,0.0148
5432.1,0.0146
5433.1,0.0147
5434.1,0.015
5435.1,0.0148
5436.1,0.0149
5437.1,0.015
5438.1,0.0149
5439.1,0.0148
5440.1,0.0146
5441.1,0.0145
5442.1,0.0146
5443.1,0.0146
5444.1,0.0145
5445.1,0.0147
5446.1,0.0147
5447.1,0.015
5448.1,0.0148
5449.1,0.015
5450.1,0.0148
5451.1,0.0149
5452.1,0.0147
5453.1,0.0146
5454.1,0.0147
5455.1,0.0147
5456.1,0.0148
5457.1,0.0148
5458.1,0.0147
5459.1,0.0148
5460.1,0.0151
5461.1,0.0147
5462.1,0.0149
5463.1,0.0149
5464.1,0.0149
5465.1,0.0151
5466.1,0.0149
5467.1,0.0151
5468.1,0.0149
5469.1,0.0148
5470.1,0.0148
5471.1,0.0146
5472.1,0.0147
5473.1,0.0145
5474.1,0.0146
5475.1,0.0146
5476.1,0.0147
5477.1,0.0148
5478.1,0.015
5479.1,0.0154
5480.1,0.0152
5481.1,0.0152
5482.1,0.0151
5483.1,0.015
5484.1,0.0151
5485.1,0.0149
5486.1,0.0147
5487.1,0.0147
5488.1,0.0145
5489.1,0.0146
5490.1,0.0147
5491.1,0.0148
5492.1,0.015
5493.1,0.0151
5494.1,0.0149
5495.1,0.015
5496.1,0.015
5497.1,0.0149
5498.1,0.0148
5499.1,0.0147
5500.1,0.0147
5501.1,0.0149
5502.1,0.0147
5503.1,0.0145
5504.1,0.0147
5505.1,0.0146
5506.1,0.0144
5507.1,0.0145
5508.1,0.0146
5509.1,0.0147
5510.1,0.0151
5511.1,0.0153
5512.1,0.0155
5513.1,0.0158
5514.1,0.0155
5515.1,0.0152
5516.1,0.0152
5517.1,0.0152
5518.1,0.0151
5519.1,0.0152
5520.1,0.0152
5521.1,0.0152
5522.1,0.0149
5523.1,0.0149
5524.1,0.0148
5525.1,0.0149
5526.1,0.0149
5527.1,0.0152
5528.1,0.015
5529.1,0.0152
5530.1,0.0151
5531.1,0.0151
5532.1,0.0148
5533.1,0.0146
5534.1,0.0145
5535.1,0.0146
5536.1,0.0144
5537.1,0.0144
5538.1,0.0145
5539.1,0.0145
5540.1,0.0146
5541.1,0.0146
5542.1,0.0146
5543.1,0.0146
5544.1,0.0147
5545.1,0.0147
5546.1,0.0146
5547.1,0.0146
5548.1,0.0146
5549.1,0.0145
5550.1,0.0146
5551.1,0.0146
5552.1,0.0149
5553.1,0.0147
5554.1,0.0147
5555.1,0.0148
5556.1,0.0148
5557.1,0.0148
5558.1,0.0146
5559.1,0.0147
5560.1,0.0146
5561.1,0.0145
5562.1,0.0145
5563.1,0.0144
5564.1,0.0146
5565.1,0.0146
5566.1,0.0148
5567.1,0.0146
5568.1,0.0148
5569.1,0.0147
5570.1,0.0145
5571.1,0.0144
5572.1,0.0146
5573.1,0.0148
5574.1,0.0149
5575.1,0.0148
5576.1,0.0149
5577.1,0.0148
5578.1,0.0147
5579.1,0.0146
5580.1,0.0146
5581.1,0.0147
5582.1,0.0146
5583.1,0.0146
5584.1,0.0146
5585.1,0.0143
5586.1,0.0146
5587.1,0.0144
5588.1,0.0144
5589.1,0.0146
5590.1,0.0146
5591.1,0.0146
5592.1,0.0148
5593.1,0.0149
5594.1,0.0148
5595.1,0.0149
5596.1,0.0147
5597.1,0.0147
5598.1,0.0146
5599.1,0.0146
5600.1,0.015
5601.1,0.015
5602.1,0.0147
5603.1,0.0146
5604.1,0.0146
5605.1,0.0144
5606.1,0.0145
5607.1,0.0144
5608.1,0.0144
5609.1,0.0145
5610.1,0.0145
5611.1,0.0146
5612.1,0.0144
5613.1,0.0145
5614.1,0.0146
5615.1,0.0146
5616.1,0.0147
5617.1,0.0146
5618.1,0.0146
5619.1,0.0145
5620.1,0.0146
5621.1,0.0146
5622.1,0.0145
5623.1,0.0147
5624.1,0.0145
5625.1,0.0145
5626.1,0.0145
5627.1,0.0144
5628.1,0.0145
5629.1,0.0147
5630.1,0.015
5631.1,0.0152
5632.1,0.0152
5633.1,0.0151
5634.1,0.0149
5635.1,0.0147
5636.1,0.0147
5637.1,0.0149
5638.1,0.0147
5639.1,0.0147
5640.1,0.0147
5641.1,0.0147
5642.1,0.0146
5643.1,0.0146
5644.1,0.0145
5645.1,0.0146
5646.1,0.0147
5647.1,0.0148
5648.1,0.0146
5649.1,0.0147
5650.1,0.0146
5651.1,0.0143
5652.1,0.0146
5653.1,0.0146
5654.1,0.0145
5655.1,0.0145
5656.1,0.0146
5657.1,0.0146
5658.1,0.0148
5659.1,0.0145
5660.1,0.0144
5661.1,0.0144
5662.1,0.0144
5663.1,0.0143
5664.1,0.0144
5665.1,0.0145
5666.1,0.0146
5667.1,0.0146
5668.1,0.0147
5669.1,0.0144
5670.1,0.0145
5671.1,0.0145
5672.1,0.0144
5673.1,0.0146
5674.1,0.0146
5675.1,0.0145
5676.1,0.0143
5677.1,0.0144
5678.1,0.0144
5679.1,0.0144
5680.1,0.0143
5681.1,0.0143
5682.1,0.0143
5683.1,0.0143
5684.1,0.0143
5685.1,0.0144
5686.1,0.0144
5687.1,0.0142
5688.1,0.0144
5689.1,0.0146
5690.1,0.0147
5691.1,0.0149
5692.1,0.015
5693.1,0.0151
5694.1,0.015
5695.1,0.0148
5696.1,0.015
5697.1,0.0145
5698.1,0.0147
5699.1,0.0145
5700.1,0.0144
5701.1,0.0144
5702.1,0.0145
5703.1,0.0143
5704.1,0.0146
5705.1,0.0148
5706.1,0.015
5707.1,0.0148
5708.1,0.0148
5709.1,0.0147
5710.1,0.0144
5711.1,0.0144
5712.1,0.0143
5713.1,0.0145
5714.1,0.0144
5715.1,0.0145
5716.1,0.0144
5717.1,0.0144
5718.1,0.0148
5719.1,0.0148
5720.1,0.015
5721.1,0.015
5722.1,0.015
5723.1,0.0146
5724.1,0.0146
5725.1,0.0148
5726.1,0.0148
5727.1,0.0148
5728.1,0.0148
5729.1,0.0148
5730.1,0.0146
5731.1,0.0144
5732.1,0.0145
5733.1,0.0146
5734.1,0.0149
5735.1,0.015
5736.1,0.015
5737.1,0.0151
5738.1,0.0148
5739.1,0.0146
5740.1,0.0146
5741.1,0.0146
5742.1,0.0146
5743.1,0.0146
5744.1,0.0147
5745.1,0.0149
5746.1,0.015
5747.1,0.0152
5748.1,0.0154
5749.1,0.0156
5750.1,0.016
5751.1,0.0157
5752.1,0.0155
5753.1,0.0155
5754.1,0.0154
5755.1,0.0151
5756.1,0.015
5757.1,0.0151
5758.1,0.015
5759.1,0.0151
5760.1,0.0152
5761.1,0.0152
5762.1,0.0152
5763.1,0.0153
5764.1,0.0154
5765.1,0.0155
5766.1,0.0155
5767.1,0.0152
5768.1,0.0151
5769.1,0.0147
5770.1,0.0146
5771.1,0.0145
5772.1,0.0148
5773.1,0.0154
5774.1,0.0165
5775.1,0.0169
5776.1,0.017
5777.1,0.0166
5778.1,0.0162
5779.1,0.0161
5780.1,0.0165
5781.1,0.0168
5782.1,0.0171
5783.1,0.017
5784.1,0.0162
5785.1,0.0154
5786.1,0.0153
5787.1,0.0155
5788.1,0.0158
5789.1,0.0158
5790.1,0.0163
5791.1,0.0165
5792.1,0.0164
5793.1,0.0167
5794.1,0.0173
5795.1,0.0177
5796.1,0.0172
5797.1,0.0169
5798.1,0.016
5799.1,0.0154
5800.1,0.015
5801.1,0.0148
5802.1,0.015
5803.1,0.0151
5804.1,0.0156
5805.1,0.0154
5806.1,0.0156
5807.1,0.0157
5808.1,0.0157
5809.1,0.0153
5810.1,0.015
5811.1,0.0148
5812.1,0.0146
5813.1,0.0144
5814.1,0.0147
5815.1,0.0149
5816.1,0.015
5817.1,0.0155
5818.1,0.0157
5819.1,0.0163
5820.1,0.0171
5821.1,0.0173
5822.1,0.0181
5823.1,0.0188
5824.1,0.0182
5825.1,0.0176
5826.1,0.0178
5827.1,0.0177
5828.1,0.0176
5829.1,0.0177
5830.1,0.0175
5831.1,0.0173
5832.1,0.0172
5833.1,0.0167
5834.1,0.0164
5835.1,0.0163
5836.1,0.0158
5837.1,0.0155
5838.1,0.0149
5839.1,0.0145
5840.1,0.0145
5841.1,0.0146
5842.1,0.0146
5843.1,0.0147
5844.1,0.0148
5845.1,0.0147
5846.1,0.015
5847.1,0.0156
5848.1,0.0167
5849.1,0.0178
5850.1,0.0184
5851.1,0.019
5852.1,0.0191
5853.1,0.0186
5854.1,0.018
5855.1,0.0172
5856.1,0.0164
5857.1,0.0162
5858.1,0.0167
5859.1,0.017
5860.1,0.017
5861.1,0.017
5862.1,0.0163
5863.1,0.0154
5864.1,0.015
5865.1,0.0155
5866.1,0.0162
5867.1,0.0167
5868.1,0.0174
5869.1,0.017
5870.1,0.0173
5871.1,0.0171
5872.1,0.0169
5873.1,0.0167
5874.1,0.0167
5875.1,0.0164
5876.1,0.0161
5877.1,0.0165
5878.1,0.017
5879.1,0.0178
5880.1,0.0182
5881.1,0.0179
5882.1,0.0171
5883.1,0.0168
5884.1,0.0171
5885.1,0.0173
5886.1,0.0176
5887.1,0.0187
5888.1,0.0184
5889.1,0.0179
5890.1,0.0176
5891.1,0.0172
5892.1,0.0164
5893.1,0.0163
5894.1,0.0166
5895.1,0.0167
5896.1,0.0168
5897.1,0.0175
5898.1,0.0177
5899.1,0.0177
5900.1,0.0179
5901.1,0.0176
5902.1,0.0172
5903.1,0.0168
5904.1,0.0184
5905.1,0.0222
5906.1,0.0237
5907.1,0.0251
5908.1,0.0261
5909.1,0.0242
5910.1,0.0213
5911.1,0.0204
5912.1,0.0197
5913.1,0.0191
5914.1,0.0191
5915.1,0.0194
5916.1,0.0189
5917.1,0.0179
5918.1,0.0175
5919.1,0.0172
5920.1,0.0157
5921.1,0.0152
5922.1,0.015
5923.1,0.0156
5924.1,0.0162
5925.1,0.0171
5926.1,0.0176
5927.1,0.0176
5928.1,0.0182
5929.1,0.0188
5930.1,0.019
5931.1,0.0197
5932.1,0.02
5933.1,0.0185
5934.1,0.0173
5935.1,0.0164
5936.1,0.0155
5937.1,0.0151
5938.1,0.0149
5939.1,0.0149
5940.1,0.0152
5941.1,0.0159
5942.1,0.0164
5943.1,0.0169
5944.1,0.0173
5945.1,0.0175
5946.1,0.017
5947.1,0.0162
5948.1,0.0157
5949.1,0.015
5950.1,0.0148
5951.1,0.0147
5952.1,0.0151
5953.1,0.0153
5954.1,0.0158
5955.1,0.0162
5956.1,0.0162
5957.1,0.0163
5958.1,0.0162
5959.1,0.0158
5960.1,0.0157
5961.1,0.016
5962.1,0.0164
5963.1,0.0173
5964.1,0.018
5965.1,0.018
5966.1,0.0172
5967.1,0.0164
5968.1,0.0158
5969.1,0.0155
5970.1,0.0154
5971.1,0.016
5972.1,0.016
5973.1,0.0161
5974.1,0.016
5975.1,0.0161
5976.1,0.0172
5977.1,0.0179
5978.1,0.0183
5979.1,0.0189
5980.1,0.0195
5981.1,0.0197
5982.1,0.0196
5983.1,0.0195
5984.1,0.019
5985.1,0.018
5986.1,0.017
5987.1,0.0161
5988.1,0.0159
5989.1,0.0156
5990.1,0.0152
5991.1,0.0151
5992.1,0.0152
5993.1,0.0151
5994.1,0.0153
5995.1,0.0154
5996.1,0.0156
5997.1,0.0153
5998.1,0.0155
5999.1,0.0153
6000.1,0.0153
6001.1,0.0152
6002.1,0.0153
6003.1,0.0153
6004.1,0.0155
6005.1,0.0155
6006.1,0.0154
6007.1,0.0158
6008.1,0.017
6009.1,0.0175
6010.1,0.0176
6011.1,0.0178
6012.1,0.0176
6013.1,0.0167
6014.1,0.0164
6015.1,0.0163
6016.1,0.0162
6017.1,0.016
6018.1,0.0158
6019.1,0.0159
6020.1,0.0159
6021.1,0.0161
6022.1,0.0174
6023.1,0.0188
6024.1,0.0195
6025.1,0.0194
6026.1,0.0191
6027.1,0.017
6028.1,0.0161
6029.1,0.0177
6030.1,0.0193
6031.1,0.0201
6032.1,0.0204
6033.1,0.0204
6034.1,0.0186
6035.1,0.0163
6036.1,0.0158
6037.1,0.0156
6038.1,0.0158
6039.1,0.0161
6040.1,0.0167
6041.1,0.0172
6042.1,0.0174
6043.1,0.0166
6044.1,0.0161
6045.1,0.0151
6046.1,0.0147
6047.1,0.0148
6048.1,0.0149
6049.1,0.0153
6050.1,0.0162
6051.1,0.0169
6052.1,0.0171
6053.1,0.0173
6054.1,0.0173
6055.1,0.0164
6056.1,0.0156
