01/28/2022 12:39:18
LT: 600.00

0.0250	    41	0.3000	     0
0.0252	    34	0.3002	     0
0.0254	    45	0.3003	     0
0.0256	    32	0.3005	     0
0.0258	    27	0.3007	     0
0.0260	    44	0.3008	     0
0.0262	    48	0.3010	     0
0.0264	    28	0.3012	     0
0.0265	    22	0.3013	     0
0.0267	    25	0.3015	     0
0.0269	    49	0.3017	     0
0.0271	    39	0.3018	     0
0.0273	    39	0.3020	     0
0.0275	    27	0.3022	     0
0.0277	    32	0.3023	     0
0.0279	    27	0.3025	     0
0.0281	    29	0.3027	     0
0.0283	    23	0.3028	     0
0.0285	    29	0.3030	     0
0.0287	    27	0.3032	     0
0.0289	    29	0.3033	     0
0.0291	    26	0.3035	     0
0.0292	    19	0.3037	     0
0.0294	    28	0.3038	     0
0.0296	    20	0.3040	     0
0.0298	    30	0.3042	     0
0.0300	    21	0.3043	     0
0.0302	    19	0.3045	     0
0.0304	    13	0.3046	     0
0.0306	    24	0.3048	     0
0.0308	    17	0.3050	     0
0.0310	    13	0.3051	     0
0.0312	    20	0.3053	     0
0.0314	    19	0.3055	     0
0.0316	    21	0.3056	     0
0.0318	    21	0.3058	     0
0.0319	    27	0.3060	     0
0.0321	    15	0.3061	     0
0.0323	    23	0.3063	     0
0.0325	     7	0.3065	     0
0.0327	    17	0.3066	     0
0.0329	    16	0.3068	     0
0.0331	    16	0.3070	     0
0.0333	    14	0.3071	     0
0.0335	    18	0.3073	     0
0.0337	    13	0.3075	     0
0.0339	     8	0.3076	     0
0.0341	    16	0.3078	     0
0.0343	    12	0.3080	     0
0.0345	    14	0.3081	     0
0.0346	    10	0.3083	     0
0.0348	    15	0.3085	     0
0.0350	     8	0.3086	     0
0.0352	    19	0.3088	     0
0.0354	    17	0.3090	     0
0.0356	    15	0.3091	     0
0.0358	     9	0.3093	     0
0.0360	    13	0.3095	     0
0.0362	    11	0.3096	     0
0.0364	    11	0.3098	     0
0.0366	    21	0.3100	     0
0.0368	    14	0.3101	     0
0.0370	    14	0.3103	     0
0.0372	    14	0.3105	     0
0.0373	     9	0.3106	     0
0.0375	    17	0.3108	     0
0.0377	    13	0.3110	     0
0.0379	    14	0.3111	     0
0.0381	    17	0.3113	     0
0.0383	    15	0.3115	     0
0.0385	    15	0.3116	     0
0.0387	    18	0.3118	     0
0.0389	    15	0.3120	     0
0.0391	    13	0.3121	     0
0.0393	    15	0.3123	     0
0.0395	    11	0.3125	     0
0.0397	    16	0.3126	     0
0.0399	    17	0.3128	     0
0.0400	    13	0.3129	     0
0.0402	    14	0.3131	     0
0.0404	    12	0.3133	     0
0.0406	    22	0.3134	     0
0.0408	    12	0.3136	     0
0.0410	    15	0.3138	     0
0.0412	    12	0.3139	     0
0.0414	    12	0.3141	     0
0.0416	    23	0.3143	     0
0.0418	    18	0.3144	     0
0.0420	    13	0.3146	     0
0.0422	    18	0.3148	     0
0.0424	    16	0.3149	     0
0.0426	    15	0.3151	     0
0.0427	    13	0.3153	     0
0.0429	    14	0.3154	     0
0.0431	    21	0.3156	     0
0.0433	    18	0.3158	     0
0.0435	    16	0.3159	     0
0.0437	    14	0.3161	     0
0.0439	    12	0.3163	     0
0.0441	    15	0.3164	     0
0.0443	    18	0.3166	     0
0.0445	    21	0.3168	     0
0.0447	    11	0.3169	     0
0.0449	    15	0.3171	     0
0.0451	    21	0.3173	     0
0.0453	    13	0.3174	     0
0.0454	    17	0.3176	     0
0.0456	    19	0.3178	     0
0.0458	    16	0.3179	     0
0.0460	    14	0.3181	     0
0.0462	    15	0.3183	     0
0.0464	    20	0.3184	     0
0.0466	    20	0.3186	     0
0.0468	    14	0.3188	     0
0.0470	    16	0.3189	     0
0.0472	     9	0.3191	     0
0.0474	    16	0.3193	     0
0.0476	    16	0.3194	     0
0.0478	    12	0.3196	     0
0.0480	    17	0.3198	     0
0.0481	    14	0.3199	     0
0.0483	    17	0.3201	     0
0.0485	    18	0.3203	     0
0.0487	    20	0.3204	     0
0.0489	    19	0.3206	     0
0.0491	    15	0.3208	     0
0.0493	     9	0.3209	     0
0.0495	    17	0.3211	     0
0.0497	    24	0.3212	     0
0.0499	    20	0.3214	     0
0.0501	    18	0.3216	     0
0.0503	    19	0.3217	     0
0.0505	    16	0.3219	     0
0.0507	    12	0.3221	     0
0.0508	    18	0.3222	     0
0.0510	    18	0.3224	     0
0.0512	    17	0.3226	     0
0.0514	    16	0.3227	     0
0.0516	    24	0.3229	     0
0.0518	    19	0.3231	     0
0.0520	    22	0.3232	     0
0.0522	    17	0.3234	     0
0.0524	     8	0.3236	     0
0.0526	    22	0.3237	     0
0.0528	    18	0.3239	     0
0.0530	    20	0.3241	     0
0.0532	    21	0.3242	     0
0.0534	    16	0.3244	     0
0.0535	    23	0.3246	     0
0.0537	    19	0.3247	     0
0.0539	    12	0.3249	     0
0.0541	    24	0.3251	     0
0.0543	    16	0.3252	     0
0.0545	    22	0.3254	     0
0.0547	    15	0.3256	     0
0.0549	    11	0.3257	     0
0.0551	    16	0.3259	     0
0.0553	    13	0.3261	     0
0.0555	    16	0.3262	     0
0.0557	    23	0.3264	     0
0.0559	    27	0.3266	     0
0.0561	    23	0.3267	     0
0.0562	    19	0.3269	     0
0.0564	    19	0.3271	     0
0.0566	    18	0.3272	     0
0.0568	    23	0.3274	     0
0.0570	    15	0.3276	     0
0.0572	    18	0.3277	     0
0.0574	    14	0.3279	     0
0.0576	    15	0.3281	     0
0.0578	    20	0.3282	     0
0.0580	    19	0.3284	     0
0.0582	    18	0.3286	     0
0.0584	    12	0.3287	     0
0.0586	    13	0.3289	     0
0.0588	    17	0.3291	     0
0.0589	    20	0.3292	     0
0.0591	    19	0.3294	     0
0.0593	    18	0.3296	     0
0.0595	    20	0.3297	     0
0.0597	    23	0.3299	     0
0.0599	    17	0.3300	     0
0.0601	     6	0.3302	     0
0.0603	    16	0.3304	     0
0.0605	    14	0.3305	     0
0.0607	    28	0.3307	     0
0.0609	    21	0.3309	     0
0.0611	    13	0.3310	     0
0.0613	    17	0.3312	     0
0.0615	    18	0.3314	     0
0.0616	    22	0.3315	     0
0.0618	    19	0.3317	     0
0.0620	    17	0.3319	     0
0.0622	    17	0.3320	     0
0.0624	    22	0.3322	     0
0.0626	    17	0.3324	     0
0.0628	    15	0.3325	     0
0.0630	    18	0.3327	     0
0.0632	    20	0.3329	     0
0.0634	    23	0.3330	     0
0.0636	    30	0.3332	     0
0.0638	    23	0.3334	     0
0.0640	    19	0.3335	     0
0.0642	    16	0.3337	     0
0.0643	    20	0.3339	     0
0.0645	    22	0.3340	     0
0.0647	    18	0.3342	     0
0.0649	    15	0.3344	     0
0.0651	    19	0.3345	     0
0.0653	    22	0.3347	     0
0.0655	    23	0.3349	     0
0.0657	    25	0.3350	     0
0.0659	    24	0.3352	     0
0.0661	    22	0.3354	     0
0.0663	    16	0.3355	     0
0.0665	    23	0.3357	     0
0.0667	    25	0.3359	     0
0.0669	    23	0.3360	     0
0.0670	    24	0.3362	     0
0.0672	    29	0.3364	     0
0.0674	    24	0.3365	     0
0.0676	    13	0.3367	     0
0.0678	    18	0.3369	     1
0.0680	    28	0.3370	     0
0.0682	    13	0.3372	     0
0.0684	    20	0.3374	     0
0.0686	    19	0.3375	     0
0.0688	    16	0.3377	     0
0.0690	    14	0.3379	     0
0.0692	    28	0.3380	     0
0.0694	    23	0.3382	     0
0.0696	    20	0.3383	     0
0.0697	    17	0.3385	     0
0.0699	    25	0.3387	     0
0.0701	    21	0.3388	     0
0.0703	    27	0.3390	     0
0.0705	    22	0.3392	     0
0.0707	    16	0.3393	     0
0.0709	    20	0.3395	     0
0.0711	    19	0.3397	     0
0.0713	    22	0.3398	     0
0.0715	    24	0.3400	     0
0.0717	    23	0.3402	     0
0.0719	    33	0.3403	     0
0.0721	    32	0.3405	     0
0.0723	    18	0.3407	     0
0.0724	    24	0.3408	     0
0.0726	    21	0.3410	     0
0.0728	    30	0.3412	     0
0.0730	    12	0.3413	     0
0.0732	    24	0.3415	     0
0.0734	    17	0.3417	     0
0.0736	    24	0.3418	     0
0.0738	    26	0.3420	     0
0.0740	    25	0.3422	     0
0.0742	    29	0.3423	     0
0.0744	    29	0.3425	     0
0.0746	    25	0.3427	     0
0.0748	    24	0.3428	     0
0.0750	    22	0.3430	     0
0.0751	    21	0.3432	     0
0.0753	    32	0.3433	     0
0.0755	    33	0.3435	     0
0.0757	    21	0.3437	     0
0.0759	    18	0.3438	     0
0.0761	    20	0.3440	     0
0.0763	    27	0.3442	     0
0.0765	    33	0.3443	     0
0.0767	    34	0.3445	     0
0.0769	    34	0.3447	     0
0.0771	    25	0.3448	     0
0.0773	    30	0.3450	     0
0.0775	    19	0.3452	     1
0.0777	    36	0.3453	     0
0.0778	    24	0.3455	     0
0.0780	    21	0.3457	     0
0.0782	    26	0.3458	     0
0.0784	    31	0.3460	     0
0.0786	    36	0.3462	     0
0.0788	    28	0.3463	     0
0.0790	    25	0.3465	     0
0.0792	    32	0.3467	     0
0.0794	    25	0.3468	     0
0.0796	    33	0.3470	     0
0.0798	    23	0.3471	     0
0.0800	    38	0.3473	     0
0.0802	    38	0.3475	     0
0.0804	    52	0.3476	     0
0.0805	    22	0.3478	     0
0.0807	    23	0.3480	     0
0.0809	    20	0.3481	     0
0.0811	    38	0.3483	     0
0.0813	    24	0.3485	     0
0.0815	    34	0.3486	     0
0.0817	    32	0.3488	     0
0.0819	    30	0.3490	     0
0.0821	    29	0.3491	     0
0.0823	    31	0.3493	     0
0.0825	    24	0.3495	     0
0.0827	    26	0.3496	     0
0.0829	    28	0.3498	     0
0.0831	    40	0.3500	     0
0.0832	    34	0.3501	     0
0.0834	    32	0.3503	     0
0.0836	    24	0.3505	     0
0.0838	    29	0.3506	     0
0.0840	    41	0.3508	     0
0.0842	    26	0.3510	     0
0.0844	    29	0.3511	     0
0.0846	    32	0.3513	     0
0.0848	    25	0.3515	     0
0.0850	    29	0.3516	     0
0.0852	    35	0.3518	     0
0.0854	    35	0.3520	     0
0.0856	    38	0.3521	     0
0.0858	    40	0.3523	     0
0.0859	    38	0.3525	     0
0.0861	    37	0.3526	     0
0.0863	    22	0.3528	     0
0.0865	    35	0.3530	     0
0.0867	    38	0.3531	     0
0.0869	    26	0.3533	     0
0.0871	    32	0.3535	     0
0.0873	    31	0.3536	     0
0.0875	    35	0.3538	     0
0.0877	    27	0.3540	     0
0.0879	    27	0.3541	     0
0.0881	    31	0.3543	     0
0.0883	    38	0.3545	     0
0.0885	    42	0.3546	     0
0.0886	    25	0.3548	     0
0.0888	    45	0.3550	     0
0.0890	    48	0.3551	     0
0.0892	    48	0.3553	     0
0.0894	    33	0.3554	     0
0.0896	    43	0.3556	     0
0.0898	    31	0.3558	     0
0.0900	    31	0.3559	     0
0.0902	    44	0.3561	     0
0.0904	    44	0.3563	     0
0.0906	    40	0.3564	     0
0.0908	    36	0.3566	     0
0.0910	    42	0.3568	     0
0.0912	    37	0.3569	     0
0.0913	    35	0.3571	     0
0.0915	    42	0.3573	     0
0.0917	    42	0.3574	     0
0.0919	    38	0.3576	     0
0.0921	    46	0.3578	     0
0.0923	    34	0.3579	     0
0.0925	    35	0.3581	     0
0.0927	    42	0.3583	     0
0.0929	    25	0.3584	     0
0.0931	    37	0.3586	     0
0.0933	    44	0.3588	     0
0.0935	    41	0.3589	     0
0.0937	    37	0.3591	     0
0.0939	    40	0.3593	     0
0.0940	    40	0.3594	     0
0.0942	    53	0.3596	     0
0.0944	    44	0.3598	     0
0.0946	    47	0.3599	     0
0.0948	    49	0.3601	     0
